notebook,auc_holdout,auc_oof_groupkfold3,holdout_s,cv_s
cdeotte-xgb95-sin-magic,0.9370171179146228,0.9375399801237183,40.740869998931885,122.45678734779358
cdeotte-xgb96-magic,0.9432913065040097,0.9479458604161176,41.11895442008972,151.32769417762756
